Symbol,Close,Volume,Date
LIVINGTRUST,4.81,"2,200",2025-04-04
LOTUSHAL15,34.50,742,2025-04-04
MANSARD,9.60,"2,022,433",2025-04-04
MAYBAKER,8.60,"116,846",2025-04-04
MBENEFIT,0.97,"15,925,565",2025-04-04
MCNICHOLS,1.60,"123,100",2025-04-04
MECURE,11.25,"2,666",2025-04-04
MEYER,9.25,"10,085",2025-04-04
MORISON,3.25,546,2025-04-04
MRS,174.90,"160,643",2025-04-04
MTNN,245.00,"410,052",2025-04-04
MULTIVERSE,8.65,"45,057",2025-04-04
NAHCO,69.90,"416,684",2025-04-04
NASCON,42.00,"849,722",2025-04-04
NB,34.00,"664,825",2025-04-04
NEIMETH,2.80,"240,494",2025-04-04
NEM,13.95,"707,755",2025-04-04
NESTLE,"1,020.00","8,309",2025-04-04
NEWGOLD,"40,000.00",4,2025-04-04
NGXGROUP,30.00,"2,077,510",2025-04-04
NIDF,111.70,"10,913",2025-04-04
NNFM,87.75,"12,861",2025-04-04
NPFMCRFBK,1.83,"953,573",2025-04-04
NSLTECH,0.50,"3,199,100",2025-04-04
OANDO,44.70,"3,318,268",2025-04-04
OKOMUOIL,545.20,"212,001",2025-04-04
OMATEK,0.65,"543,289",2025-04-04
PRESCO,785.00,"308,817",2025-04-04
PRESTIGE,1.00,"620,164",2025-04-04
PZ,33.40,"272,859",2025-04-04
REDSTAREX,4.80,"140,307",2025-04-04
REGALINS,0.60,"3,086,044",2025-04-04
ROYALEX,1.01,"33,940,457",2025-04-04
RTBRISCOE,2.40,"2,675,286",2025-04-04
SCOA,4.47,"11,020",2025-04-04
SEPLAT,"5,700.00",738,2025-04-04
SKYAVN,46.50,"1,307",2025-04-04
SOVRENINS,0.97,"4,258,941",2025-04-04
STANBIC,62.00,"823,863",2025-04-04
STANBICETF30,385.00,4,2025-04-04
STERLINGNG,5.26,"2,018,345",2025-04-04
SUNUASSUR,5.99,"901,085",2025-04-04
TANTALIZER,2.72,"978,924",2025-04-04
TIP,4.08,"175,689",2025-04-04
TOTAL,679.70,"16,226",2025-04-04
TRANSCOHOT,145.00,"792,169",2025-04-04
TRANSCORP,44.70,"1,212,246",2025-04-04
TRANSEXPR,2.00,"7,685",2025-04-04
TRANSPOWER,364.90,"3,022",2025-04-04
TRIPPLEG,2.20,"1,268",2025-04-04
UACN,29.00,"3,206,493",2025-04-04
UBA,36.90,"33,913,119",2025-04-04
UCAP,15.20,"21,449,586",2025-04-04
UNILEVER,38.45,"475,994",2025-04-04
UNIONDICON,5.30,"37,605",2025-04-04
UNIVINSURE,0.55,"49,749,994",2025-04-04
UPDC,3.14,"3,041,106",2025-04-04
UPL,3.89,"17,920",2025-04-04
VERITASKAP,1.06,"5,973,102",2025-04-04
VETGOODS,19.65,223,2025-04-04
VETINDETF,40.00,30,2025-04-04
VFDGROUP,51.90,"97,997",2025-04-04
VITAFOAM,37.65,"308,409",2025-04-04
VSPBONDETF,260.00,980,2025-04-04
WAPCO,72.60,"2,106,626",2025-04-04
WAPIC,2.12,"4,799,466",2025-04-04
WEMABANK,11.00,"5,985,086",2025-04-04
ABBEYBDS,4.73,"66,000",2025-04-04
ABCTRANS,1.40,"128,830",2025-04-04
ACADEMY,2.65,"25,686",2025-04-04
ACCESSCORP,22.65,"16,364,163",2025-04-04
AFRIPRUD,15.10,"2,635,468",2025-04-04
AIICO,1.52,"5,009,707",2025-04-04
AIRTELAFRI,"2,156.90",321,2025-04-04
ALEX,7.15,"1,410",2025-04-04
ARADEL,500.00,"530,806",2025-04-04
AUSTINLAZ,2.09,100,2025-04-04
BERGER,18.85,"42,585",2025-04-04
BETAGLAS,99.85,"42,890",2025-04-04
BUACEMENT,83.70,"1,541,413",2025-04-04
BUAFOODS,418.00,"29,421",2025-04-04
CADBURY,23.00,"98,728",2025-04-04
CAP,47.00,"12,106",2025-04-04
CAVERTON,2.48,"1,207,328",2025-04-04
CHAMPION,3.75,"784,329",2025-04-04
CHAMS,2.05,"8,301,643",2025-04-04
CHELLARAM,7.89,"68,620",2025-04-04
CILEASING,3.90,"537,876",2025-04-04
CONHALLPLC,3.12,"1,786,821",2025-04-04
CONOIL,331.20,"1,402",2025-04-04
CORNERST,3.30,"1,678,062",2025-04-04
CUSTODIAN,18.45,"339,128",2025-04-04
CUTIX,2.46,"4,371,417",2025-04-04
CWG,8.40,"776,875",2025-04-04
DAARCOMM,0.66,"704,714",2025-04-04
DANGCEM,480.00,"31,922",2025-04-04
DANGSUGAR,32.00,"1,440,836",2025-04-04
DEAPCAP,0.96,"323,940",2025-04-04
ELLAHLAKES,3.02,"4,031,150",2025-04-04
ENAMELWA,25.30,"3,168",2025-04-04
ETERNA,35.85,"374,742",2025-04-04
ETI,29.40,"372,402",2025-04-04
ETRANZACT,5.75,"136,053",2025-04-04
FCMB,9.05,"24,154,888",2025-04-04
FIDELITYBK,19.95,"22,585,795",2025-04-04
FIDSON,19.45,"196,078",2025-04-04
FIRSTHOLDCO,26.00,"4,743,421",2025-04-04
FTNCOCOA,1.60,"1,615,005",2025-04-04
GEREGU,"1,141.50","2,215",2025-04-04
GTCO,69.40,"20,862,363",2025-04-04
GUINEAINS,0.63,"5,495,880",2025-04-04
GUINNESS,80.00,"287,546",2025-04-04
HMCALL,5.80,"11,892",2025-04-04
HONYFLOUR,11.32,"2,159,743",2025-04-04
IKEJAHOTEL,10.30,"140,009",2025-04-04
IMG,38.00,"34,448",2025-04-04
INFINITY,7.00,693,2025-04-04
INTBREW,5.00,"1,466,998",2025-04-04
INTENEGINS,1.50,"65,400",2025-04-04
JAIZBANK,3.22,"4,436,402",2025-04-04
JAPAULGOLD,1.90,"2,708,669",2025-04-04
JBERGER,137.00,"4,986",2025-04-04
JOHNHOLT,7.74,"11,422",2025-04-04
JULI,10.30,"1,150",2025-04-04
LASACO,2.34,"7,288,717",2025-04-04
LEARNAFRCA,3.30,"2,617,795",2025-04-04
LINKASSURE,1.33,"433,947",2025-04-04
LIVESTOCK,7.92,"5,143,265",2025-04-04
MANSARD,8.64,"20,071,762",2025-04-04
MAYBAKER,7.85,"481,820",2025-04-04
MBENEFIT,0.97,"6,978,715",2025-04-04
MCNICHOLS,1.55,"312,792",2025-04-04
MECURE,11.25,"11,000",2025-04-04
MEYER,9.25,328,2025-04-04
MRS,174.90,"110,800",2025-04-04
MTNN,245.00,"1,480,966",2025-04-04
MULTIVERSE,8.65,"45,802",2025-04-04
NAHCO,69.90,"835,635",2025-04-04
NASCON,42.00,"890,602",2025-04-04
NB,34.00,"543,406",2025-04-04
NEIMETH,2.80,"619,715",2025-04-04
NEM,13.50,"1,165,711",2025-04-04
NESTLE,"1,020.00","50,025",2025-04-04
NEWGOLD,"49,399.00",2,2025-04-04
NGXGROUP,32.45,"5,635,586",2025-04-04
NIDF,111.70,"1,744",2025-04-04
NNFM,87.75,"52,350",2025-04-04
NPFMCRFBK,1.76,"749,657",2025-04-04
NSLTECH,0.50,"1,070,914",2025-04-04
OANDO,42.00,"10,677,497",2025-04-04
OKOMUOIL,545.20,"47,208",2025-04-04
OMATEK,0.64,"2,555,120",2025-04-04
PRESCO,785.00,"234,464",2025-04-04
PRESTIGE,0.97,"3,351,140",2025-04-04
PZ,33.40,"41,761",2025-04-04
REDSTAREX,4.80,"75,803",2025-04-04
REGALINS,0.60,"5,316,360",2025-04-04
ROYALEX,1.01,"188,288",2025-04-04
RTBRISCOE,2.40,"391,885",2025-04-04
SCOA,4.47,"219,356",2025-04-04
SEPLAT,"5,700.00","3,228",2025-04-04
SKYAVN,46.50,"3,200",2025-04-04
SMURFIT,0.42,"102,000",2025-04-04
SOVRENINS,1.00,"3,939,931",2025-04-04
STANBIC,62.00,"120,128",2025-04-04
STANBICETF30,350.00,197,2025-04-04
STERLINGNG,5.29,"1,571,506",2025-04-04
SUNUASSUR,5.76,"639,194",2025-04-04
TANTALIZER,2.60,"8,396,303",2025-04-04
TIP,4.08,"416,129",2025-04-04
TOTAL,679.70,"26,653",2025-04-04
TRANSCOHOT,145.00,"77,182",2025-04-04
TRANSCORP,44.70,"1,307,921",2025-04-04
TRANSPOWER,364.90,"12,344",2025-04-04
TRIPPLEG,2.20,"1,000",2025-04-04
UACN,29.00,"1,150,606",2025-04-04
UBA,36.85,"26,319,395",2025-04-04
UCAP,15.20,"25,608,246",2025-04-04
UNILEVER,38.45,"242,688",2025-04-04
UNIONDICON,5.80,"120,600",2025-04-04
UNIVINSURE,0.52,"7,285,615",2025-04-04
UPDC,3.15,"5,901,404",2025-04-04
UPL,3.89,"62,017",2025-04-04
VERITASKAP,1.05,"2,805,264",2025-04-04
VETGOODS,19.65,"1,235",2025-04-04
VETGRIF30,42.00,"1,990",2025-04-04
VFDGROUP,57.00,"1,062,283",2025-04-04
VITAFOAM,37.65,"156,525",2025-04-04
VSPBONDETF,191.21,133,2025-04-04
WAPCO,72.60,"5,352,315",2025-04-04
WAPIC,2.12,"1,827,466",2025-04-04
WEMABANK,11.00,"5,947,621",2025-04-04
ZENITHBANK,47.90,"22,864,438",2025-04-04
ABBEYBDS,4.73,"226,748",2025-05-05
ABCTRANS,1.40,"867,077",2025-05-05
ACADEMY,2.65,"2,110,466",2025-05-05
ACCESSCORP,22.65,"15,043,234",2025-05-05
AFRIPRUD,14.35,"2,511,524",2025-05-05
AIICO,1.55,"11,356,232",2025-05-05
AIRTELAFRI,"2,156.90",76,2025-05-05
ARADEL,500.00,"1,926,562",2025-05-05
AUSTINLAZ,2.09,392,2025-05-05
BERGER,18.85,"36,528",2025-05-05
BETAGLAS,99.85,"43,061",2025-05-05
BUACEMENT,83.70,"446,982",2025-05-05
BUAFOODS,418.00,"17,364",2025-05-05
CADBURY,23.65,"610,514",2025-05-05
CAP,47.00,"121,287",2025-05-05
CAVERTON,2.32,"2,967,656",2025-05-05
CHAMPION,4.09,"23,862",2025-05-05
CHAMS,2.12,"10,460,429",2025-05-05
CHELLARAM,7.89,"136,260",2025-05-05
CILEASING,3.76,"582,009",2025-05-05
CONHALLPLC,3.23,"3,888,889",2025-05-05
CONOIL,331.20,"2,483",2025-05-05
CORNERST,3.30,"1,675,671",2025-05-05
CUSTODIAN,18.40,"3,469,766",2025-05-05
CUTIX,2.52,"2,900,835",2025-05-05
CWG,8.20,"764,583",2025-05-05
DAARCOMM,0.60,"142,011",2025-05-05
DANGCEM,480.00,"42,534",2025-05-05
DANGSUGAR,33.50,"1,185,572",2025-05-05
DEAPCAP,0.95,"1,328,946",2025-05-05
ELLAHLAKES,3.09,"2,257,906",2025-05-05
ENAMELWA,25.30,"8,170",2025-05-05
ETERNA,35.85,"155,872",2025-05-05
ETI,29.40,"465,381",2025-05-05
ETRANZACT,5.75,"211,649",2025-05-05
EUNISELL,10.75,"2,224",2025-05-05
FCMB,9.40,"3,850,751",2025-05-05
FIDELITYBK,19.05,"41,725,899",2025-05-05
FIDSON,19.00,"953,644",2025-05-05
FIRSTHOLDCO,27.30,"5,468,292",2025-05-05
FTNCOCOA,1.68,"2,034,228",2025-05-05
GEREGU,"1,141.50","4,377",2025-05-05
GOLDBREW,7.09,180,2025-05-05
GTCO,69.60,"33,046,665",2025-05-05
GUINEAINS,0.63,"1,590,367",2025-05-05
GUINNESS,80.00,"158,466",2025-05-05
HMCALL,5.80,"28,091",2025-05-05
HONYFLOUR,11.80,"2,989,215",2025-05-05
IKEJAHOTEL,10.30,"561,243",2025-05-05
IMG,38.00,"193,299",2025-05-05
INFINITY,7.00,"10,331",2025-05-05
INTBREW,5.10,"2,424,340",2025-05-05
INTENEGINS,1.50,"396,497",2025-05-05
JAIZBANK,3.33,"4,522,770",2025-05-05
JAPAULGOLD,1.95,"2,910,376",2025-05-05
JBERGER,137.00,"133,706",2025-05-05
JOHNHOLT,7.74,"37,958",2025-05-05
JULI,10.30,"6,750",2025-05-05
LASACO,2.43,"1,554,995",2025-05-05
LEARNAFRCA,3.00,"1,105,590",2025-05-05
LINKASSURE,1.31,"2,673,840",2025-05-05
LIVESTOCK,8.00,"5,704,135",2025-05-05
LIVINGTRUST,4.81,"9,000",2025-05-05
LOTUSHAL15,36.00,571,2025-05-05
MANSARD,8.90,"1,098,516",2025-05-05
MAYBAKER,8.60,"347,088",2025-05-05
MBENEFIT,1.07,"35,994,310",2025-05-05
MCNICHOLS,1.60,"2,040,865",2025-05-05
MECURE,11.25,"14,661",2025-05-05
MEYER,9.25,554,2025-05-05
MORISON,3.25,200,2025-05-05
MRS,174.90,"203,100",2025-05-05
MTNN,245.00,"5,862,245",2025-05-05
MULTIVERSE,8.65,"109,647",2025-05-05
NAHCO,69.90,"1,061,607",2025-05-05
NASCON,43.00,"6,557,351",2025-05-05
NB,34.30,"35,614,598",2025-05-05
NEIMETH,2.70,"480,553",2025-05-05
NEM,13.50,"266,279",2025-05-05
NESTLE,"1,020.00","64,048",2025-05-05
NEWGOLD,"47,998.92",2,2025-05-05
NGXGROUP,29.00,"249,751",2025-05-05
NIDF,111.70,459,2025-05-05
NNFM,87.75,"174,108",2025-05-05
NOTORE,62.50,"2,035",2025-05-05
NPFMCRFBK,1.90,"494,542",2025-05-05
NSLTECH,0.55,"2,246,080",2025-05-05
OANDO,45.70,"3,699,409",2025-05-05
OKOMUOIL,545.20,"135,715",2025-05-05
OMATEK,0.66,"452,922",2025-05-05
PRESCO,785.00,"467,284",2025-05-05
PRESTIGE,1.00,"1,203,228",2025-05-05
PZ,37.10,"347,606",2025-05-05
REDSTAREX,4.80,"1,224,104",2025-05-05
REGALINS,0.61,"3,130,601",2025-05-05
ROYALEX,1.09,"10,050,416",2025-05-05
RTBRISCOE,2.24,"776,554",2025-05-05
SCOA,4.47,"7,252",2025-05-05
SEPLAT,"5,700.00","12,485",2025-05-05
SKYAVN,46.50,"33,649",2025-05-05
SOVRENINS,0.97,"502,194",2025-05-05
STANBIC,62.00,"2,051,140",2025-05-05
STANBICETF30,384.44,"1,344",2025-05-05
STERLINGNG,5.10,"4,590,425",2025-05-05
SUNUASSUR,5.99,"416,736",2025-05-05
TANTALIZER,2.90,"673,495",2025-05-05
TIP,4.08,"1,484,000",2025-05-05
TOTAL,679.70,"57,040",2025-05-05
TRANSCOHOT,135.35,"21,049",2025-05-05
TRANSCORP,44.70,"1,679,786",2025-05-05
TRANSEXPR,2.00,"5,200",2025-05-05
TRANSPOWER,364.90,"8,615",2025-05-05
UACN,31.95,"364,818",2025-05-05
UBA,36.90,"19,611,174",2025-05-05
UCAP,15.30,"25,532,823",2025-05-05
UNILEVER,38.45,"623,087",2025-05-05
UNIONDICON,5.30,"100,000",2025-05-05
UNIVINSURE,0.57,"26,336,826",2025-05-05
UPDC,3.00,"6,391,639",2025-05-05
UPL,3.89,"2,354,479",2025-05-05
VERITASKAP,1.11,"1,905,893",2025-05-05
VETBANK,12.70,"3,500",2025-05-05
VETGOODS,19.20,"2,000",2025-05-05
VETGRIF30,42.00,10,2025-05-05
VETINDETF,39.00,2,2025-05-05
VFDGROUP,51.90,"577,735",2025-05-05
VITAFOAM,37.65,"621,177",2025-05-05
VSPBONDETF,245.00,120,2025-05-05
WAPCO,72.60,"363,568",2025-05-05
WAPIC,2.12,"6,058,066",2025-05-05
WEMABANK,10.90,"9,076,321",2025-05-05
ZENITHBANK,47.00,"28,635,846",2025-05-05
ABBEYBDS,4.73,93,2025-05-05
ABCTRANS,1.40,"54,452",2025-05-05
ACADEMY,2.65,"18,131",2025-05-05
ACCESSCORP,22.55,"22,829,113",2025-05-05
AFRIPRUD,15.75,"2,515,129",2025-05-05
AIICO,1.57,"3,981,226",2025-05-05
AIRTELAFRI,"2,156.90",209,2025-05-05
ALEX,7.15,"3,076",2025-05-05
ARADEL,500.00,"800,629",2025-05-05
AUSTINLAZ,2.09,"2,931",2025-05-05
BERGER,18.85,"44,901",2025-05-05
BETAGLAS,99.85,"28,985",2025-05-05
BUACEMENT,83.70,"341,605",2025-05-05
BUAFOODS,418.00,"6,968",2025-05-05
CADBURY,23.00,"374,071",2025-05-05
CAP,47.00,"17,561",2025-05-05
CAVERTON,2.31,"2,102,652",2025-05-05
CHAMPION,3.77,"313,535",2025-05-05
CHAMS,2.10,"2,246,587",2025-05-05
CHELLARAM,7.89,"77,125",2025-05-05
CILEASING,3.73,"799,646",2025-05-05
CONHALLPLC,3.15,"7,897,677",2025-05-05
CONOIL,331.20,"2,151",2025-05-05
CORNERST,3.30,"926,966",2025-05-05
CUSTODIAN,18.45,"2,796,664",2025-05-05
CUTIX,2.30,"4,287,987",2025-05-05
CWG,8.20,"87,127",2025-05-05
DAARCOMM,0.65,"659,099",2025-05-05
DANGCEM,480.00,"154,486",2025-05-05
DANGSUGAR,33.50,"1,049,049",2025-05-05
DEAPCAP,0.95,"452,295",2025-05-05
ELLAHLAKES,3.06,"1,987,450",2025-05-05
ENAMELWA,25.30,533,2025-05-05
ETERNA,35.85,"54,261",2025-05-05
ETI,29.40,"607,562",2025-05-05
ETRANZACT,5.75,"341,624",2025-05-05
EUNISELL,10.75,"11,960",2025-05-05
FCMB,9.10,"5,510,665",2025-05-05
FIDELITYBK,19.50,"30,508,349",2025-05-05
FIDSON,19.45,"681,379",2025-05-05
FIRSTHOLDCO,26.05,"5,175,337",2025-05-05
FTNCOCOA,1.71,"1,746,584",2025-05-05
GEREGU,"1,141.50","2,372",2025-05-05
GOLDBREW,7.09,"2,127",2025-05-05
GTCO,69.50,"25,764,674",2025-05-05
GUINEAINS,0.69,"1,254,107",2025-05-05
GUINNESS,80.00,"266,820",2025-05-05
HMCALL,5.80,"82,113",2025-05-05
HONYFLOUR,11.36,"2,066,121",2025-05-05
IKEJAHOTEL,10.30,"116,429",2025-05-05
IMG,38.00,"28,216",2025-05-05
INFINITY,7.00,300,2025-05-05
INTBREW,5.00,"1,984,283",2025-05-05
INTENEGINS,1.50,"210,572",2025-05-05
JAIZBANK,3.30,"2,457,874",2025-05-05
JAPAULGOLD,1.93,"3,331,117",2025-05-05
JBERGER,137.00,"348,209",2025-05-05
JOHNHOLT,7.74,"64,739",2025-05-05
JULI,10.30,"6,380",2025-05-05
LASACO,2.60,"2,271,716",2025-05-05
LEARNAFRCA,3.00,"213,421",2025-05-05
LINKASSURE,1.33,"842,460",2025-05-05
LIVESTOCK,7.20,"3,574,251",2025-05-05
LIVINGTRUST,4.81,"2,200",2025-05-05
LOTUSHAL15,34.50,742,2025-05-05
MANSARD,9.60,"2,022,433",2025-05-05
MAYBAKER,8.60,"116,846",2025-05-05
MBENEFIT,0.97,"15,925,565",2025-05-05
MCNICHOLS,1.60,"123,100",2025-05-05
MECURE,11.25,"2,666",2025-05-05
MEYER,9.25,"10,085",2025-05-05
MORISON,3.25,546,2025-05-05
MRS,174.90,"160,643",2025-05-05
MTNN,245.00,"410,052",2025-05-05
MULTIVERSE,8.65,"45,057",2025-05-05
NAHCO,69.90,"416,684",2025-05-05
NASCON,42.00,"849,722",2025-05-05
NB,34.00,"664,825",2025-05-05
NEIMETH,2.80,"240,494",2025-05-05
NEM,13.95,"707,755",2025-05-05
NESTLE,"1,020.00","8,309",2025-05-05
NEWGOLD,"40,000.00",4,2025-05-05
NGXGROUP,30.00,"2,077,510",2025-05-05
NIDF,111.70,"10,913",2025-05-05
NNFM,87.75,"12,861",2025-05-05
NPFMCRFBK,1.83,"953,573",2025-05-05
NSLTECH,0.50,"3,199,100",2025-05-05
OANDO,44.70,"3,318,268",2025-05-05
OKOMUOIL,545.20,"212,001",2025-05-05
OMATEK,0.65,"543,289",2025-05-05
PRESCO,785.00,"308,817",2025-05-05
PRESTIGE,1.00,"620,164",2025-05-05
PZ,33.40,"272,859",2025-05-05
REDSTAREX,4.80,"140,307",2025-05-05
REGALINS,0.60,"3,086,044",2025-05-05
ROYALEX,1.01,"33,940,457",2025-05-05
RTBRISCOE,2.40,"2,675,286",2025-05-05
SCOA,4.47,"11,020",2025-05-05
SEPLAT,"5,700.00",738,2025-05-05
SKYAVN,46.50,"1,307",2025-05-05
SOVRENINS,0.97,"4,258,941",2025-05-05
STANBIC,62.00,"823,863",2025-05-05
STANBICETF30,385.00,4,2025-05-05
STERLINGNG,5.26,"2,018,345",2025-05-05
SUNUASSUR,5.99,"901,085",2025-05-05
TANTALIZER,2.72,"978,924",2025-05-05
TIP,4.08,"175,689",2025-05-05
TOTAL,679.70,"16,226",2025-05-05
TRANSCOHOT,145.00,"792,169",2025-05-05
TRANSCORP,44.70,"1,212,246",2025-05-05
TRANSEXPR,2.00,"7,685",2025-05-05
TRANSPOWER,364.90,"3,022",2025-05-05
TRIPPLEG,2.20,"1,268",2025-05-05
UACN,29.00,"3,206,493",2025-05-05
UBA,36.90,"33,913,119",2025-05-05
UCAP,15.20,"21,449,586",2025-05-05
UNILEVER,38.45,"475,994",2025-05-05
UNIONDICON,5.30,"37,605",2025-05-05
UNIVINSURE,0.55,"49,749,994",2025-05-05
UPDC,3.14,"3,041,106",2025-05-05
UPL,3.89,"17,920",2025-05-05
VERITASKAP,1.06,"5,973,102",2025-05-05
VETGOODS,19.65,223,2025-05-05
VETINDETF,40.00,30,2025-05-05
VFDGROUP,51.90,"97,997",2025-05-05
VITAFOAM,37.65,"308,409",2025-05-05
VSPBONDETF,260.00,980,2025-05-05
WAPCO,72.60,"2,106,626",2025-05-05
WAPIC,2.12,"4,799,466",2025-05-05
WEMABANK,11.00,"5,985,086",2025-05-05
ABBEYBDS,4.73,"66,000",2025-05-05
ABCTRANS,1.40,"128,830",2025-05-05
ACADEMY,2.65,"25,686",2025-05-05
ACCESSCORP,22.65,"16,364,163",2025-05-05
AFRIPRUD,15.10,"2,635,468",2025-05-05
AIICO,1.52,"5,009,707",2025-05-05
AIRTELAFRI,"2,156.90",321,2025-05-05
ALEX,7.15,"1,410",2025-05-05
ARADEL,500.00,"530,806",2025-05-05
AUSTINLAZ,2.09,100,2025-05-05
BERGER,18.85,"42,585",2025-05-05
BETAGLAS,99.85,"42,890",2025-05-05
BUACEMENT,83.70,"1,541,413",2025-05-05
BUAFOODS,418.00,"29,421",2025-05-05
CADBURY,23.00,"98,728",2025-05-05
CAP,47.00,"12,106",2025-05-05
CAVERTON,2.48,"1,207,328",2025-05-05
CHAMPION,3.75,"784,329",2025-05-05
CHAMS,2.05,"8,301,643",2025-05-05
CHELLARAM,7.89,"68,620",2025-05-05
CILEASING,3.90,"537,876",2025-05-05
CONHALLPLC,3.12,"1,786,821",2025-05-05
CONOIL,331.20,"1,402",2025-05-05
CORNERST,3.30,"1,678,062",2025-05-05
CUSTODIAN,18.45,"339,128",2025-05-05
CUTIX,2.46,"4,371,417",2025-05-05
CWG,8.40,"776,875",2025-05-05
DAARCOMM,0.66,"704,714",2025-05-05
DANGCEM,480.00,"31,922",2025-05-05
DANGSUGAR,32.00,"1,440,836",2025-05-05
DEAPCAP,0.96,"323,940",2025-05-05
ELLAHLAKES,3.02,"4,031,150",2025-05-05
ENAMELWA,25.30,"3,168",2025-05-05
ETERNA,35.85,"374,742",2025-05-05
ETI,29.40,"372,402",2025-05-05
ETRANZACT,5.75,"136,053",2025-05-05
FCMB,9.05,"24,154,888",2025-05-05
FIDELITYBK,19.95,"22,585,795",2025-05-05
FIDSON,19.45,"196,078",2025-05-05
FIRSTHOLDCO,26.00,"4,743,421",2025-05-05
FTNCOCOA,1.60,"1,615,005",2025-05-05
GEREGU,"1,141.50","2,215",2025-05-05
GTCO,69.40,"20,862,363",2025-05-05
GUINEAINS,0.63,"5,495,880",2025-05-05
GUINNESS,80.00,"287,546",2025-05-05
HMCALL,5.80,"11,892",2025-05-05
HONYFLOUR,11.32,"2,159,743",2025-05-05
IKEJAHOTEL,10.30,"140,009",2025-05-05
IMG,38.00,"34,448",2025-05-05
INFINITY,7.00,693,2025-05-05
INTBREW,5.00,"1,466,998",2025-05-05
INTENEGINS,1.50,"65,400",2025-05-05
JAIZBANK,3.22,"4,436,402",2025-05-05
JAPAULGOLD,1.90,"2,708,669",2025-05-05
JBERGER,137.00,"4,986",2025-05-05
JOHNHOLT,7.74,"11,422",2025-05-05
JULI,10.30,"1,150",2025-05-05
LASACO,2.34,"7,288,717",2025-05-05
LEARNAFRCA,3.30,"2,617,795",2025-05-05
LINKASSURE,1.33,"433,947",2025-05-05
LIVESTOCK,7.92,"5,143,265",2025-05-05
MANSARD,8.64,"20,071,762",2025-05-05
MAYBAKER,7.85,"481,820",2025-05-05
MBENEFIT,0.97,"6,978,715",2025-05-05
MCNICHOLS,1.55,"312,792",2025-05-05
MECURE,11.25,"11,000",2025-05-05
MEYER,9.25,328,2025-05-05
MRS,174.90,"110,800",2025-05-05
MTNN,245.00,"1,480,966",2025-05-05
MULTIVERSE,8.65,"45,802",2025-05-05
NAHCO,69.90,"835,635",2025-05-05
NASCON,42.00,"890,602",2025-05-05
NB,34.00,"543,406",2025-05-05
NEIMETH,2.80,"619,715",2025-05-05
NEM,13.50,"1,165,711",2025-05-05
NESTLE,"1,020.00","50,025",2025-05-05
NEWGOLD,"49,399.00",2,2025-05-05
NGXGROUP,32.45,"5,635,586",2025-05-05
NIDF,111.70,"1,744",2025-05-05
NNFM,87.75,"52,350",2025-05-05
NPFMCRFBK,1.76,"749,657",2025-05-05
NSLTECH,0.50,"1,070,914",2025-05-05
OANDO,42.00,"10,677,497",2025-05-05
OKOMUOIL,545.20,"47,208",2025-05-05
OMATEK,0.64,"2,555,120",2025-05-05
PRESCO,785.00,"234,464",2025-05-05
PRESTIGE,0.97,"3,351,140",2025-05-05
PZ,33.40,"41,761",2025-05-05
REDSTAREX,4.80,"75,803",2025-05-05
REGALINS,0.60,"5,316,360",2025-05-05
ROYALEX,1.01,"188,288",2025-05-05
RTBRISCOE,2.40,"391,885",2025-05-05
SCOA,4.47,"219,356",2025-05-05
SEPLAT,"5,700.00","3,228",2025-05-05
SKYAVN,46.50,"3,200",2025-05-05
SMURFIT,0.42,"102,000",2025-05-05
SOVRENINS,1.00,"3,939,931",2025-05-05
STANBIC,62.00,"120,128",2025-05-05
STANBICETF30,350.00,197,2025-05-05
STERLINGNG,5.29,"1,571,506",2025-05-05
SUNUASSUR,5.76,"639,194",2025-05-05
TANTALIZER,2.60,"8,396,303",2025-05-05
TIP,4.08,"416,129",2025-05-05
TOTAL,679.70,"26,653",2025-05-05
TRANSCOHOT,145.00,"77,182",2025-05-05
TRANSCORP,44.70,"1,307,921",2025-05-05
TRANSPOWER,364.90,"12,344",2025-05-05
TRIPPLEG,2.20,"1,000",2025-05-05
UACN,29.00,"1,150,606",2025-05-05
UBA,36.85,"26,319,395",2025-05-05
UCAP,15.20,"25,608,246",2025-05-05
UNILEVER,38.45,"242,688",2025-05-05
UNIONDICON,5.80,"120,600",2025-05-05
UNIVINSURE,0.52,"7,285,615",2025-05-05
UPDC,3.15,"5,901,404",2025-05-05
UPL,3.89,"62,017",2025-05-05
VERITASKAP,1.05,"2,805,264",2025-05-05
VETGOODS,19.65,"1,235",2025-05-05
VETGRIF30,42.00,"1,990",2025-05-05
VFDGROUP,57.00,"1,062,283",2025-05-05
VITAFOAM,37.65,"156,525",2025-05-05
VSPBONDETF,191.21,133,2025-05-05
WAPCO,72.60,"5,352,315",2025-05-05
WAPIC,2.12,"1,827,466",2025-05-05
WEMABANK,11.00,"5,947,621",2025-05-05
ZENITHBANK,47.90,"22,864,438",2025-05-05
ABBEYBDS,8.30,"52,138",2025-05-05
ABCTRANS,2.37,"1,134,346",2025-05-05
ACADEMY,2.97,"519,415",2025-05-05
ACCESSCORP,21.05,"42,913,281",2025-05-05
AFRIPRUD,17.00,"734,610",2025-05-05
AIICO,1.68,"13,887,954",2025-05-05
AIRTELAFRI,"2,156.90",20,2025-05-05
ALEX,7.15,"24,603",2025-05-05
ARADEL,488.00,"7,184,904",2025-05-05
AUSTINLAZ,1.71,"13,660",2025-05-05
